Category,LogName,Expression,ExpressionXML,WA,Priority,Severity,ID,Description
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.The_user_is_not_allowed_to_truncate_the_system_table_1_5_Rule,The TRUNCATE TABLE statement cannot be issued for a system table, even if the allow updates configuration option is enabled.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Login_failed._The_workstation_licensing_limit_for_SQL_Server_access_has_already_been_reached_5_Rule,SQL Server will not provide connections to workstations after the licensing limit has been reached.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Indexed_view_does_not_contain_all_rows_that_the_view_definition_produces.__Refer_to_Books_Online_for_more_information_on_this_error.5_Rule,Refer to Docs Online for more information on this error. This does not necessarily represent an integrity issue with the data in this database.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.EventCollectionRule.DBEngine.UnableToOpenThePhysicalFile,SQL Server has failed to open the physical file.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Unexpected_end_of_file_while_reading_beginning_of_backup_set_1_5_Rule,The RESTORE operation failed because it could not read some portion of the backup file specified in the FROM clause. This error generally indicates that the file specified is a pre-SQL Server 7.0 backup or that the file is damaged.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Unique_table_computation_failed_1_5_Rule,Unique tables are used by the database client drivers, like Microsoft Access driver for SQL Server, to build updateable queries. For a given SELECT statement, the unique table identifies the table whose row values appear at most once in the result set. When reselecting a row from a result set, the values from the key columns of the unique table are enough to identify the row. This error is raised when the server is unable to compute the unique table.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.Full_Text_Search___Full_Text_Search_is_not_enabled_for_the_current_database._Use_sp_fulltext_database_to_enable_Full_Text_Search_1_5_Rule,You have attempted to perform a full-text indexing in a database that is not enabled for full-text indexing. The database may have never been enabled for full-text, or it may have been restored or attached, which will automatically disable full-text indexing.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___XML_document_could_not_be_created_because_server_memory_is_low._Use_sp_xml_removedocument_to_release_XML_documents_1_5_Rule,When you execute sp_xml_preparedocument , a parsed XML document is stored in the internal cache of SQL Server 2000. The MSXML parser uses up to one-eighth the total memory available for SQL Server. There is not enough memory in the portion of cache allocated to MSXML to open the document specified in the sp_xml_preparedocument statement. This may be because the specified document is very large or because documents already in that memory space do not leave enough space for the new document.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___Size_of_data_chunk_requested_from_the_stream_exceeds_allowed_limit_5_Rule,SQL Server received an XML document that exceeds the allowed limit.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___XML_error_1_5_Rule,This message passes through XML errors generated outside SQL Server. The text after "XML error:" will vary. The cause will depend on the exact XML error passed through.
EventCollection,,,,WA:,1,2,Microsoft.SQLServer.Windows.EventRule.DBEngine.XML___XML_parsing_error_1_5_Rule,This message passes through XML parsing errors. The text after "XML parsing error:" will vary. The cause will depend on the exact XML parsing error passed through.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Rule.XTP.BackgroundThreadError,The rule listens to event 41354 and raises a warning alert if the event is added to the log.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DBEngine.Rule.XTP.BackgroundThreadErrorLog,The rule listens to event 41355 and raises a warning alert if the event is added to the log.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.AvailabilityReplica.RoleChanged,This error occurs when Availability replica changes its role.
EventCollection,,,,WA:,1,1,Microsoft.SQLServer.Windows.EventRule.DatabaseReplica.RoleChanged,This error occurs when Database replica changes its role.
